brapa_gene	agi	identity	evalue	bitscore
BRARA.I01309	AT1G64585	73.5	9.21e-16	62.8
BRARA.I01310	AT1G64583	65.2	5.05e-29	119
BRARA.I01311	AT1G64570	69	0	1362
BRARA.I01312	AT1G64550	95	0	1329
BRARA.I01314	AT1G64530	84.4	0	1350
BRARA.I01315	AT1G64520	95.9	5.45e-184	505
BRARA.I01317	AT1G64500	83.8	1.83e-217	598
BRARA.I01318	AT1G64490	74.2	1.08e-40	130
BRARA.I01321	AT1G64450	75	3.1e-94	283
BRARA.I01322	AT1G64440	92.4	1.03e-241	657
BRARA.I01323	AT1G64430	86.9	0	920
BRARA.I01325	AT1G64390	94.7	0	1185
BRARA.I01326	AT1G64380	74	2.31e-151	427
BRARA.I01327	AT1G64370	60.3	5.73e-49	155
BRARA.I01328	AT1G64350	91.3	5.76e-103	297
BRARA.I01331	AT1G64330	65.4	5.25e-125	375
BRARA.I01332	AT1G64320	63.4	7.05e-211	603
BRARA.I01334	AT1G64310	77.8	6.08e-317	865
BRARA.I01339	AT1G64340	66	1.63e-78	237
BRARA.I01341	AT1G49920	54.2	1.61e-259	736
BRARA.I01342	AT1G64255	64.9	0	936
BRARA.I01345	AT1G64210	78.2	2.62e-248	694
BRARA.I01346	AT1G64200	91.6	1.05e-141	395
BRARA.I01347	AT1G64195	71.1	1.44e-36	117
BRARA.I01348	AT1G64185	92.4	5.5e-77	222
BRARA.I01349	AT1G64150	78.2	2.94e-175	490
BRARA.I01350	AT1G64140	80.3	1.18e-148	444
BRARA.I01352	AT1G64110	92.9	0	1410
BRARA.I01353	AT1G64107	59.3	5.39e-29	99
BRARA.I01355	AT1G64080	69.3	4.96e-137	398
BRARA.I01356	AT1G64065	81.4	8.68e-123	346
BRARA.I01360	AT1G64060	91.4	0	1702
BRARA.I01361	AT1G64050	72.8	3.95e-273	763
BRARA.I01363	AT2G14540	67.6	9.68e-183	513
BRARA.I01366	AT1G63970	86.9	5.77e-132	370
BRARA.I01367	AT1G63910	82.7	3.53e-226	620
BRARA.I01371	AT1G63880	64.9	0	1184
BRARA.I01374	AT1G63850	87.5	0	909
BRARA.I01375	AT1G63840	77.7	2.72e-96	275
BRARA.I01377	AT1G64690	73.7	1.04e-100	296
BRARA.I01378	AT1G64680	90.1	5.4e-167	461
BRARA.I01379	AT1G63820	70.1	1.41e-130	372
BRARA.I01380	AT1G63780	84.7	4.14e-181	500
BRARA.I01384	AT1G63700	89.2	0	1516
BRARA.I01385	AT1G63690	94.4	0	1015
BRARA.I01387	AT1G63660	93.6	0	1016
BRARA.I01388	AT1G63650	85.7	0	1003
BRARA.I01391	AT1G63522	75.3	2.06e-33	108
BRARA.I01392	AT1G63500	95.3	0	923
BRARA.I01394	AT1G63450	75	0	973
BRARA.I01396	AT1G63410	90.5	1.12e-128	360
BRARA.I01397	AT1G63310	78.3	1.03e-80	234
BRARA.I01398	AT1G63270	95.2	1.28e-154	427
BRARA.I01399	AT1G63250	83.9	0	1275
BRARA.I01401	AT2G19940	90.4	5.84e-248	678
BRARA.I01404	AT1G63220	89.1	1.18e-94	271
BRARA.I01405	AT2G37435	53.4	3.42e-55	172
BRARA.I01407	AT1G63140	74	2.54e-197	549
BRARA.I01408	AT1G63120	88.4	1.63e-206	566
BRARA.I01409	AT1G63110	89.1	1.15e-298	812
BRARA.I01412	AT1G63050	93.1	0	875
BRARA.I01415	AT1G63000	94	3.88e-209	571
BRARA.I01417	AT1G62970	61.5	6.75e-147	448
BRARA.I01418	AT1G62960	80.3	0	884
BRARA.I01419	AT1G62935	51.4	5.58e-26	96.3
BRARA.I01420	AT1G62880	87.5	1.03e-83	241
BRARA.I01421	AT3G46560	95.7	1.53e-60	179
BRARA.I01422	AT1G62870	85	0	1196
BRARA.I01424	AT1G62850	85.5	1.99e-124	352
BRARA.I01425	AT1G62830	86.4	0	1113
BRARA.I01427	AT1G62790	68.9	1.18e-61	186
BRARA.I01428	AT1G62780	89	1.75e-142	397
BRARA.I01429	AT1G62770	86.3	6.68e-117	330
BRARA.I01430	AT1G62760	75.7	8.53e-83	248
BRARA.I01431	AT1G62750	95.4	0	1453
BRARA.I01432	AT1G62740	88.4	2.21e-315	863
BRARA.I01433	AT1G62730	89.5	1.68e-199	547
BRARA.I01434	AT1G62700	77	6.82e-216	597
BRARA.I01435	AT1G47790	50.6	9.61e-118	346
BRARA.I01442	AT1G62640	92.8	2.9e-273	742
BRARA.I01444	AT1G62600	84.1	4.76e-291	791
BRARA.I01446	AT1G62540	78.3	5.89e-276	754
BRARA.I01447	AT1G62520	79.9	8.1e-147	411
BRARA.I01449	AT1G62500	77.1	8.13e-68	212
BRARA.I01451	AT1G62480	61.7	2.27e-07	48.1
BRARA.I01452	AT1G62450	88.8	7.31e-140	390
BRARA.I01453	AT1G62440	89.3	1.76e-161	480
BRARA.I01454	AT1G62430	93.3	1.79e-285	775
BRARA.I01458	AT1G62380	91.3	2.57e-220	601
BRARA.I01459	AT1G62360	85.8	8.78e-234	640
BRARA.I01460	AT1G62330	89.8	0	1170
BRARA.I01462	AT1G62320	88.1	0	1303
BRARA.I01463	AT1G62310	76.3	0	1166
BRARA.I01466	AT1G62300	81	5.52e-293	805
BRARA.I01469	AT1G62262	88.9	8.04e-234	640
BRARA.I01470	AT1G62060	51.5	4.39e-15	67.4
BRARA.I01471	AT1G62260	83.4	7.08e-206	591
BRARA.I01476	AT1G62045	83.8	1.62e-32	106
BRARA.I01479	AT1G62120	67.1	1.22e-166	474
BRARA.I01481	AT1G61930	77.8	9.42e-104	296
BRARA.I01482	AT1G61900	87.1	6.25e-275	749
BRARA.I01483	AT1G61890	94.4	0	916
BRARA.I01486	AT1G61850	93.2	0	2269
BRARA.I01489	AT1G61780	95.9	2.66e-70	204
BRARA.I01491	AT1G61730	63.5	6.69e-106	316
BRARA.I01497	AT1G61566	73	2.83e-31	103
BRARA.I01499	AT1G61520	93.8	8.68e-188	515
BRARA.I01500	AT1G61500	79.4	0	1287
BRARA.I01502	AT1G61390	83.2	0	1381
BRARA.I01504	AT1G61370	84.1	0	1152
BRARA.I01505	AT1G61350	85.1	0	928
BRARA.I01506	AT1G61260	67.9	3.15e-124	360
BRARA.I01507	AT1G61255	61.7	4.84e-44	141
BRARA.I01508	AT1G61250	88.3	5.47e-168	466
BRARA.I01510	AT1G57570	73.7	0	898
BRARA.I01514	AT1G61120	77.1	0	1368
BRARA.I01516	AT1G61110	94.4	1.65e-215	589
BRARA.I01517	AT1G61105	83.2	7.5e-109	309
BRARA.I01518	AT1G61080	72.3	0	916
BRARA.I01519	AT1G61050	73.6	2.52e-224	622
BRARA.I01520	AT1G60980	77.7	5.17e-216	595
BRARA.I01521	AT1G60970	91.5	8.03e-112	315
BRARA.I01533	AT1G60890	87.4	0	1029
BRARA.I01534	AT1G60920	67	5.05e-75	223
BRARA.I01538	AT1G60870	93.2	6.89e-78	227
BRARA.I01539	AT4G11170	62.5	0	979
BRARA.I01541	AT1G60860	88	0	1326
BRARA.I01542	AT1G60850	80.7	4.66e-218	600
BRARA.I01543	AT1G60810	96.5	3.47e-302	817
BRARA.I01544	AT1G60790	84.7	0	921
BRARA.I01545	AT1G60783	61.8	1.15e-37	122
BRARA.I01548	AT1G60770	87.6	3.13e-261	719
BRARA.I01549	AT1G60760	63.2	4.4e-68	204
BRARA.I01551	AT1G60690	86.7	1.26e-224	614
BRARA.I01555	AT1G60710	86.2	1.21e-223	612
BRARA.I01557	AT1G60670	85.2	1.34e-135	381
BRARA.I01561	AT1G60590	85.2	9.48e-317	863
BRARA.I01565	AT1G60220	64.4	1.88e-246	689
BRARA.I01566	AT1G60230	88.9	1.59e-290	790
BRARA.I01567	AT1G60390	89.3	3.21e-224	636
BRARA.I01570	AT1G60080	89.1	9.76e-186	512
BRARA.I01573	AT1G60050	90.9	1.79e-247	674
BRARA.I01574	AT1G60010	80.2	4.12e-88	255
BRARA.I01575	AT1G60000	83	9.51e-152	422
BRARA.I01577	AT1G59980	89.7	2.43e-256	700
BRARA.I01579	AT1G59970	77.8	4.07e-192	533
BRARA.I01580	AT1G59950	88.2	1.15e-210	577
BRARA.I01581	AT1G59940	78.3	1.41e-114	330
BRARA.I01583	AT1G59890	75.7	0	1590
BRARA.I01585	AT1G59830	97.4	1.58e-232	631
BRARA.I01587	AT1G59760	93.9	0	1800
BRARA.I01588	AT1G59740	90.7	0	1056
BRARA.I01589	AT1G60550	88.8	2.23e-216	593
BRARA.I01591	AT1G60500	83.1	0	1060
BRARA.I01592	AT1G60490	92.5	0	1509
BRARA.I01595	AT1G60470	92.5	1.3e-236	644
BRARA.I01597	AT1G60440	87.6	1.08e-247	676
BRARA.I01598	AT1G60430	94.3	1.59e-121	339
BRARA.I01600	AT3G43850	70.9	1.68e-46	150
BRARA.I01602	AT1G59700	83.3	5.89e-142	396
BRARA.I01603	AT1G59710	87.4	3.89e-187	516
BRARA.I01604	AT1G59725	83.4	2.25e-192	532
BRARA.I01605	AT1G59730	86.8	6.88e-76	220
BRARA.I01610	AT1G59660	50.8	1.71e-198	598
BRARA.I01611	AT1G59650	88.4	4.66e-312	848
BRARA.I01616	AT1G59540	81	0	1228
BRARA.I01617	AT1G57540	89.3	5.9e-65	191
BRARA.I01620	AT1G57590	88.1	3.38e-286	777
BRARA.I01621	AT1G57600	88.3	0	966
BRARA.I01622	AT1G57620	79.3	4.15e-121	342
BRARA.I01623	AT1G57860	96.3	6.33e-114	319
BRARA.I01625	AT2G13650	92.8	2.37e-210	577
BRARA.I01626	AT1G57770	92.7	0	1061
BRARA.I01631	AT1G57750	81	3.26e-303	826
BRARA.I01640	AT1G58060	87.1	0	2452
BRARA.I01642	AT1G58070	60.6	3.78e-69	213
BRARA.I01644	AT1G58100	75.1	6.82e-154	439
BRARA.I01645	AT1G58110	70.9	4.64e-159	451
BRARA.I01648	AT1G58215	84	0	1374
BRARA.I01649	AT1G58220	62.7	9.19e-211	613
BRARA.I01650	AT1G58250	84.6	0	3124
BRARA.I01654	AT1G58300	67	7.16e-134	380
BRARA.I01655	AT1G58290	89.3	0	916
BRARA.I01656	AT1G58320	82	5.6e-94	268
BRARA.I01658	AT1G58340	90.6	0	925
BRARA.I01659	AT1G58350	87.5	0	1393
BRARA.I01660	AT1G58360	91.5	0	895
BRARA.I01666	AT1G59530	76.9	3.71e-69	205
BRARA.I01668	AT1G58440	89.8	0	954
BRARA.I01669	AT1G58460	59.5	1.85e-59	182
BRARA.I01670	AT1G58470	63.3	2.42e-131	377
BRARA.I01672	AT1G59510	74	2.91e-191	532
BRARA.I01673	AT1G56720	90.4	5.61002e-319	865
BRARA.I01674	AT1G56710	82.7	6.66e-275	751
BRARA.I01675	AT1G56700	93.2	1.24e-145	404
BRARA.I01676	AT1G56690	89.1	1.19e-264	745
BRARA.I01677	AT1G56670	81.6	1.69e-227	624
BRARA.I01678	AT1G56660	89.2	6.19e-10	61.2
BRARA.I01682	AT1G56600	83.1	1.38e-212	583
BRARA.I01683	AT1G56590	94.2	4.65e-295	798
BRARA.I01685	AT1G56570	87.4	0	1060
BRARA.I01687	AT1G56500	88.2	0	1800
BRARA.I01688	AT5G22355	52.6	1.85e-248	701
BRARA.I01690	AT1G56423	77.6	4.52e-101	295
BRARA.I01691	AT1G56340	96.2	1.6e-227	628
BRARA.I01693	AT3G47570	74.9	1.8e-255	744
BRARA.I01695	AT1G54940	79.3	0	936
BRARA.I01696	AT1G44542	75.6	1.81e-144	405
BRARA.I01697	AT1G55040	72.5	0	913
BRARA.I01699	AT1G58725	86.2	1.49e-229	627
BRARA.I01701	AT1G56210	59.9	5.26e-116	340
BRARA.I01702	AT1G56290	81.3	0	1039
BRARA.I01703	AT1G56310	78.8	0	899
BRARA.I01706	AT1G54920	60.2	6.66e-314	884
BRARA.I01707	AT1G54890	86	7.18e-234	638
BRARA.I01714	AT1G54630	74.1	3.6e-55	168
BRARA.I01715	AT1G54610	94.5	0	974
BRARA.I01716	AT1G54570	82.9	0	1145
BRARA.I01717	AT1G54560	95.3	0	2437
BRARA.I01718	AT1G54540	68.9	2.11e-129	366
BRARA.I01719	AT1G54530	76.6	4.63e-62	186
BRARA.I01720	AT1G54490	88.2	0	1673
BRARA.I01721	AT2G23840	80.8	1.39e-155	434
BRARA.I01722	AT5G42220	69.4	0	1042
BRARA.I01723	AT5G35370	84.2	0	1431
BRARA.I01724	AT5G42320	87.5	3.1e-274	747
BRARA.I01725	AT5G42340	83.8	4.44e-254	714
BRARA.I01726	AT5G42350	79.6	1.04e-317	867
BRARA.I01727	AT5G38940	81.1	9.87e-127	357
BRARA.I01728	AT5G42370	79.8	4.45e-263	721
BRARA.I01729	AT5G42380	82.7	4.88e-96	276
BRARA.I01730	AT5G42390	91.5	0	2281
BRARA.I01731	AT5G42400	67.1	0	1637
BRARA.I01732	AT5G42410	83.2	2.08e-57	172
BRARA.I01734	AT5G42420	91.7	6.02e-214	588
BRARA.I01739	AT5G42670	62.1	6.19e-115	332
BRARA.I01740	AT5G42680	92.4	1.23e-161	446
BRARA.I01741	AT5G42690	73.9	9.8e-249	691
BRARA.I01742	AT1G47500	74.9	4.55e-188	528
BRARA.I01746	AT5G42710	63.1	3.32e-300	844
BRARA.I01748	AT5G42740	94.8	0	1067
BRARA.I01750	AT5G42765	76	1.99e-110	315
BRARA.I01751	AT5G42780	57.6	3.24e-81	244
BRARA.I01752	AT5G42785	66.1	3.75e-40	129
BRARA.I01754	AT5G42800	85.5	7.51e-245	669
BRARA.I01755	AT5G42810	81.5	1.19e-255	701
BRARA.I01756	AT5G42820	86.3	1.79e-168	467
BRARA.I01757	AT5G42860	91.8	3.97e-183	507
BRARA.I01758	AT5G42870	71.1	0	1192
BRARA.I01759	AT5G42890	95.1	2.57e-82	236
BRARA.I01762	AT5G54750	91	4.98e-127	355
BRARA.I01766	AT5G42950	68.5	0	2027
BRARA.I01768	AT5G42990	95	1.83e-116	325
BRARA.I01770	AT5G43050	89.9	1.73e-94	270
BRARA.I01771	AT5G43068	65.4	3.14e-27	94
BRARA.I01773	AT5G43190	86.1	9.31e-259	705
BRARA.I01774	AT5G43230	86.2	0	1397
BRARA.I01778	AT5G43280	88	1.42e-168	467
BRARA.I01779	AT5G43290	63.7	1.12e-109	320
BRARA.I01782	AT1G04410	96.4	5.92e-232	632
BRARA.I01783	AT5G43340	84.3	1.71e-318	866
BRARA.I01791	AT5G43430	94.4	9.15e-164	454
BRARA.I01794	AT5G43460	86.1	5.65e-88	253
BRARA.I01796	AT5G43650	72.3	1.54e-108	312
BRARA.I01797	AT5G43700	86.9	3.8e-118	332
BRARA.I01799	AT5G43830	82.5	8.74e-157	435
BRARA.I01800	AT5G43850	89.8	5.67e-135	374
BRARA.I01802	AT5G43880	68	0	902
BRARA.I01807	AT2G05210	64.6	6.14e-198	556
BRARA.I01808	AT5G43920	85.4	0	914
BRARA.I01812	AT5G43960	82.7	1.51e-248	683
BRARA.I01815	AT5G44010	82.4	9.31e-235	644
BRARA.I01816	AT5G44020	89	1.44e-186	512
BRARA.I01819	AT5G44060	66.9	4.66e-57	174
BRARA.I01822	AT5G44090	92.2	0	916
BRARA.I01823	AT5G44100	86.2	7.23e-274	750
BRARA.I01825	AT4G13440	67.8	3.03e-93	270
BRARA.I01826	AT5G44110	95.2	2.28e-189	520
BRARA.I01828	AT5G44150	56.8	7.37e-116	340
BRARA.I01829	AT5G44170	83.6	1.08e-138	387
BRARA.I01831	AT5G44230	84.6	0	976
BRARA.I01832	AT5G44250	85.2	3.43e-239	656
BRARA.I01833	AT5G44260	80.2	4.77e-218	600
BRARA.I01835	AT3G20155	52.8	4.27e-74	223
BRARA.I01836	AT5G44290	79.7	0	949
BRARA.I01838	AT5G44310	83.3	1.23e-34	128
BRARA.I01839	AT5G44320	92.7	0	1061
BRARA.I01841	AT5G44350	55.8	1.32e-86	263
BRARA.I01845	AT5G44390	78.5	0	892
BRARA.I01846	AT5G44410	80.7	0	885
BRARA.I01847	AT5G44450	83.6	7.81e-144	407
BRARA.I01848	AT5G44480	88.5	5.07e-277	753
BRARA.I01849	AT5G44540	73	9.33e-49	151
BRARA.I01857	AT5G44730	90.9	2.68e-175	482
BRARA.I01858	AT4G20080	77.5	0	1210
BRARA.I01861	AT5G44800	79.1	0	3239
BRARA.I01865	AT4G09320	89.2	8.57e-100	282
BRARA.I01872	AT5G45070	71.5	3.96e-191	530
BRARA.I01876	AT5G45120	87.4	3.75e-287	785
BRARA.I01877	AT5G45130	97.9	1.71e-126	354
BRARA.I01878	AT5G45250	67.4	0	1441
BRARA.I01879	AT5G45310	75.1	5.31e-61	192
BRARA.I01880	AT1G43010	56.2	5.59e-79	243
BRARA.I01882	AT5G45340	93.3	0	872
BRARA.I01889	AT5G45370	80.8	2.01e-216	597
BRARA.I01891	AT5G45380	92.3	0	1276
BRARA.I01892	AT1G48800	70.4	9.51e-299	823
BRARA.I01895	AT5G45430	76.1	5.3e-269	738
BRARA.I01897	AT5G45550	99.5	3.48e-161	443
BRARA.I01898	AT5G45560	91.3	0	1315
BRARA.I01899	AT5G45630	60.6	3.28e-37	122
BRARA.I01900	AT5G45650	86.6	0	1370
BRARA.I01902	AT5G45680	89.4	6.62e-135	376
BRARA.I01903	AT5G45710	76.9	3.25e-179	499
BRARA.I01904	AT5G45720	71	0	1191
BRARA.I01905	AT5G45740	89.8	2.33e-78	226
BRARA.I01907	AT5G45760	88	5.14e-233	636
BRARA.I01910	AT5G45830	80.7	4.44e-149	419
BRARA.I01914	AT5G46050	92.6	0	1064
BRARA.I01917	AT5G46070	81.3	0	1566
BRARA.I01918	AT5G46080	80.7	1.51e-182	506
BRARA.I01919	AT5G46150	90.5	2.58e-229	626
BRARA.I01921	AT5G46160	92	2.59e-104	296
BRARA.I01923	AT5G46240	82.4	0	1128
BRARA.I01924	AT5G46250	67.7	3.31e-167	474
BRARA.I01925	AT5G46290	92	2.94e-318	862
BRARA.I01928	AT5G46330	86.5	2.25e-204	624
BRARA.I01930	AT5G46370	76.2	5.92e-220	610
BRARA.I01932	AT5G46390	86.1	2.54e-298	812
BRARA.I01939	AT5G46540	77.5	0	1848
BRARA.I01943	AT5G46640	62.8	3.37e-122	357
BRARA.I01946	AT5G46700	87.4	5.11e-172	475
BRARA.I01948	AT5G46720	84	3.77e-99	283
BRARA.I01950	AT5G46790	76.2	1.25e-112	320
BRARA.I01957	AT5G46871	71.2	7.42e-30	100
BRARA.I01958	AT5G46880	84.2	0	1353
BRARA.I01959	AT5G46890	73.8	2.34e-58	176
BRARA.I01966	AT5G47020	87.9	0	2240
BRARA.I01967	AT5G47030	90.6	1.48e-122	344
BRARA.I01972	AT5G47077	57.3	1.88e-27	94
BRARA.I01980	AT5G47190	80.6	1.05e-116	331
BRARA.I01985	AT5G47230	68.5	5.68e-124	355
BRARA.I01988	AT5G47330	80.1	8.68e-181	501
BRARA.I01990	AT5G47380	79.8	0	918
BRARA.I01992	AT5G47430	77.5	0	1135
BRARA.I01998	AT5G47570	94.4	1.8e-83	239
BRARA.I01999	AT5G47620	80.3	3.65e-248	682
BRARA.I02001	AT5G47640	97.2	1.11e-93	270
BRARA.I02004	AT5G47680	79.7	1.2e-149	424
BRARA.I02005	AT5G47720	92.5	9.67e-273	742
BRARA.I02006	AT5G47730	89.5	3.44e-222	607
BRARA.I02007	AT5G47760	91.7	3.35e-211	577
BRARA.I02009	AT2G01180	85	1.53e-206	567
BRARA.I02013	AT2G01330	89.9	0	1078
BRARA.I02015	AT2G01410	82.2	3.86e-226	621
BRARA.I02017	AT1G79850	79.5	3.68e-70	207
BRARA.I02021	AT2G01500	59.2	5.7e-93	275
BRARA.I02022	AT2G01505	62.7	1.58e-33	111
BRARA.I02029	AT2G01570	79.5	0	891
BRARA.I02036	AT2G01690	91	0	1214
BRARA.I02038	AT1G64720	82.4	1.42e-228	627
BRARA.I02039	AT2G01740	68.9	2.54e-69	233
BRARA.I02040	AT2G01913	72.6	8.13e-65	193
BRARA.I02041	AT2G01940	88.8	6.9e-174	494
BRARA.I02044	AT2G01980	83.2	0	1813
BRARA.I02048	AT2G02070	87.3	4.67e-278	770
BRARA.I02049	AT2G02080	84.3	3.68e-301	822
BRARA.I02052	AT2G02090	88.2	0	1215
BRARA.I02054	AT2G02148	75.6	1.09e-220	612
BRARA.I02058	AT2G02470	87.5	3.28e-149	416
BRARA.I02059	AT2G02515	55.6	6.51e-18	70.9
BRARA.I02060	AT2G02590	81.9	3.98e-177	492
BRARA.I02061	AT1G35260	65.6	2.38e-63	190
BRARA.I02064	AT2G02750	85.2	0	964
BRARA.I02068	AT2G02870	85.1	1.82e-270	739
BRARA.I02073	AT2G03070	79.6	1.79e-232	649
BRARA.I02075	AT3G47150	57.3	1.15e-133	386
BRARA.I02076	AT2G03150	71.7	0	1379
BRARA.I02082	AT2G03250	73.6	0	990
BRARA.I02083	AT2G03270	93.5	0	1139
BRARA.I02085	AT2G03300	71	3.29e-96	278
BRARA.I02086	AT2G03280	79.6	1.44e-275	755
BRARA.I02087	AT2G03310	60.2	1.66e-57	177
BRARA.I02088	AT3G11810	70	6.49e-151	427
BRARA.I02090	AT2G03410	89.1	7.05e-215	590
BRARA.I02091	AT2G03420	86.5	2.05e-101	288
BRARA.I02092	AT2G03430	81.2	4.17e-30	112
BRARA.I02094	AT2G03510	92.9	9.76e-233	636
BRARA.I02095	AT2G03520	88.3	1.07e-249	682
BRARA.I02097	AT2G03630	52.8	3.83e-66	207
BRARA.I02099	AT4G12960	67.8	9.27e-111	317
BRARA.I02100	AT2G03670	89.3	0	1036
BRARA.I02101	AT2G03680	85.1	3.53e-49	152
BRARA.I02103	AT2G03710	82.2	1.7e-139	392
BRARA.I02112	AT2G03780	91	3.29e-179	494
BRARA.I02114	AT2G03830	64.7	3.54e-37	122
BRARA.I02127	AT4G05420	96.9	0	2110
BRARA.I02129	AT4G05400	86.6	6.36e-141	395
BRARA.I02130	AT4G05390	91.6	2.04e-253	690
BRARA.I02131	AT4G05380	79.4	1.24e-258	710
BRARA.I02132	AT4G05330	91.7	2.68e-226	618
BRARA.I02133	AT4G02890	100	4.97e-215	587
BRARA.I02136	AT4G05230	74	7.21e-99	285
BRARA.I02137	AT4G05220	87.4	1.23e-145	405
BRARA.I02138	AT4G05210	69.3	1.2e-116	338
BRARA.I02139	AT4G05200	79.8	0	1008
BRARA.I02140	AT4G21270	80.6	0	1102
BRARA.I02141	AT4G05180	88.3	3.46e-131	368
BRARA.I02142	AT4G05170	73.9	1.02e-127	365
BRARA.I02143	AT4G05160	88.8	0	942
BRARA.I02146	AT4G05130	84.2	8.99e-252	689
BRARA.I02147	AT4G05120	89.7	2.94e-280	761
BRARA.I02151	AT3G25600	91.9	4.43e-99	281
BRARA.I02152	AT3G25660	92.4	0	968
BRARA.I02153	AT3G25680	75.7	3.07e-288	792
BRARA.I02154	AT3G25717	100	2.35e-23	81.3
BRARA.I02155	AT3G25770	82.7	1.82e-143	401
BRARA.I02157	AT3G25780	87.5	5.78e-155	431
BRARA.I02161	AT3G25805	70.3	2.34e-178	497
BRARA.I02162	AT3G25840	71.3	0	951
BRARA.I02165	AT3G25920	85	2.58e-158	441
BRARA.I02166	AT3G25980	95.2	2.07e-141	392
BRARA.I02168	AT3G26040	85	8.78e-271	740
BRARA.I02170	AT3G26100	88.2	0	965
BRARA.I02171	AT3G26110	59.4	6.5e-24	88.6
BRARA.I02172	AT3G26125	87.4	0	962
BRARA.I02176	AT4G05100	74.2	2.95e-159	447
BRARA.I02177	AT4G05090	86.6	1.77e-252	689
BRARA.I02178	AT4G05070	70.1	1.34e-34	112
BRARA.I02179	AT4G05060	85.5	2.56e-163	454
BRARA.I02180	AT4G05020	88.5	0	1048
BRARA.I02181	AT4G05010	70.2	1.91e-66	199
BRARA.I02182	AT4G05000	93.3	5.48e-138	384
BRARA.I02183	AT4G04990	66.7	1.92e-93	278
BRARA.I02185	AT4G04980	71.5	0	955
BRARA.I02186	AT4G04972	64.7	1.76e-37	122
BRARA.I02187	AT4G04970	92.9	0	3293
BRARA.I02188	AT4G04960	84.2	0	1140
BRARA.I02189	AT4G04955	89.5	0	927
BRARA.I02191	AT4G04930	90.3	6.4e-230	627
BRARA.I02192	AT4G04920	90.2	0	2159
BRARA.I02193	AT4G04910	94.2	0	1358
BRARA.I02194	AT4G04900	85.3	2.58e-77	226
BRARA.I02196	AT4G04885	76.1	0	1196
BRARA.I02197	AT4G04880	81	1.48e-223	613
BRARA.I02198	AT4G04870	81.9	4.16e-197	544
BRARA.I02199	AT4G04860	95.5	4.86e-171	470
BRARA.I02200	AT4G04850	84.5	0	1209
BRARA.I02202	AT4G04790	75.9	0	1168
BRARA.I02203	AT4G04780	84	4.89e-77	224
BRARA.I02204	AT4G04770	90.1	0	986
BRARA.I02205	AT4G04750	78.8	1.81e-262	722
BRARA.I02211	AT4G04630	75	1.3e-78	230
BRARA.I02215	AT4G04614	83	4.63e-76	224
BRARA.I02216	AT4G04610	86.5	1.24e-289	788
BRARA.I02222	AT4G04490	81.3	0	1058
BRARA.I02224	AT4G04480	88.8	1.6e-224	619
BRARA.I02225	AT4G04470	93.1	2.37e-126	353
BRARA.I02226	AT4G04460	85.4	0	901
BRARA.I02227	AT4G04450	79.5	4.13e-244	678
BRARA.I02228	AT4G04370	77.1	0	1057
BRARA.I02229	AT4G04360	90.4	1.4e-112	317
BRARA.I02230	AT3G24690	53.4	1.6e-32	113
BRARA.I02231	AT4G04330	86.2	3.98e-106	300
BRARA.I02234	AT4G04190	87.5	3.19e-113	319
BRARA.I02235	AT4G04180	83.1	0	966
BRARA.I02236	AT4G04040	91.2	0	1033
BRARA.I02237	AT4G04020	84.5	8.45e-186	514
BRARA.I02238	AT4G03960	90.8	3.69e-126	353
BRARA.I02239	AT1G54460	60.1	1.36e-94	283
BRARA.I02240	AT4G03820	82.9	3.47e-252	694
BRARA.I02241	AT4G05520	90.3	0	979
BRARA.I02242	AT4G05530	94.4	6.75e-165	456
BRARA.I02243	AT4G05540	76	3.78e-311	862
BRARA.I02247	AT4G14695	81.1	2.34e-63	187
BRARA.I02248	AT4G12620	78.2	0	1219
BRARA.I02251	AT4G30870	78.1	0	991
BRARA.I02256	AT4G12340	74.3	3.28e-86	250
BRARA.I02257	AT4G12370	77	1.01e-179	498
BRARA.I02258	AT1G61415	77.1	3.87e-76	224
BRARA.I02259	AT4G12390	88.7	2.66e-126	354
BRARA.I02261	AT4G12450	85.1	1.06e-161	449
BRARA.I02263	AT4G12540	64.6	7.38e-180	509
BRARA.I02266	AT4G12570	69.1	0	1215
BRARA.I02269	AT4G12250	94.5	1.17e-304	824
BRARA.I02270	AT5G18370	70.7	0	1044
BRARA.I02272	AT4G05350	50.2	7.16e-52	166
BRARA.I02275	AT4G12130	90.9	1.31e-266	724
BRARA.I02279	AT4G12060	76.2	1.22e-122	348
BRARA.I02283	AT4G12010	82.3	0	1963
BRARA.I02284	AT4G12000	76.3	3.3e-155	436
BRARA.I02285	AT4G11990	69.2	3.49e-190	540
BRARA.I02286	AT4G11980	83	1.42e-134	382
BRARA.I02287	AT4G11950	78.5	1.13e-156	440
BRARA.I02289	AT4G11790	71.2	4.12e-159	454
BRARA.I02291	AT4G11810	89.5	0	1188
BRARA.I02292	AT4G11820	94.6	0	889
BRARA.I02293	AT4G11850	93.1	0	1643
BRARA.I02294	AT4G11860	76.8	0	919
BRARA.I02295	AT4G11880	82.3	1.67e-116	330
BRARA.I02297	AT4G11750	58.2	2.29e-143	411
BRARA.I02298	AT4G11740	79	6.43e-274	757
BRARA.I02300	AT4G11720	81.1	0	1011
BRARA.I02301	AT4G11690	74.4	5.33e-91	290
BRARA.I02302	AT4G11680	78.6	6.64e-216	597
BRARA.I02303	AT4G11670	86.3	0	1941
